"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"U18 - B1","HLU18B106","2021-10-17","18:00","BLACKBURN","BLACKBURN STINGERS U18 B1 (3)","LEITRIM HAWKS U18 B3 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18207","2021-10-17","18:30","MANLEY","ORLEANS RUSH U18 B2 (1)","RUSSELL WARRIORS U18 B2 (1)","Game Results Entered & Game Sheet Received"
"U21","HLU21B10","2021-10-17","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B1 (12)","LEITRIM HAWKS U21 B2 (5)","Game Results Entered & Game Sheet Received"
"U21","HLU21B09","2021-10-17","19:30","CLARENCE","CLARENCE CASTORS U21 B1 (6)","CUMBERLAND GRADS U21 B2 (8)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18208","2021-10-18","20:30","BARRETT WEST","LEITRIM HAWKS U18 B4 (1)","BLACKBURN STINGERS U18 B2 (3)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A007","2021-10-18","21:30","BARRETT WEST","LEITRIM HAWKS U18 A1 (0)","RUSSELL WARRIORS U18 A1 (1)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B108","2021-10-19","19:30","RUSSELL","RUSSELL WARRIORS U18 B1 (4)","BLACKBURN STINGERS U18 B1 (1)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18209","2021-10-19","20:00","METCALFE","METCALFE JETS U18 B3 (1)","LEITRIM HAWKS U18 B2 (3)","Game Results Entered & Game Sheet Received"
"U21","HLU21B11","2021-10-19","20:30","RUSSELL","RUSSELL WARRIORS U21 B1 (9)","CLARENCE CASTORS U21 B1 (2)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B109","2021-10-19","20:30","BARRETT WEST","LEITRIM HAWKS U18 B3 (2)","ORLEANS RUSH U18 B3 (4)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18210","2021-10-19","21:00","METCALFE","METCALFE JETS U18 B2 (0)","RUSSELL WARRIORS U18 B2 (2)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A008","2021-10-19","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2 (0)","GLOUCESTER CENTRE COUGARS U18 A1 (0)","Game Results Entered & Game Sheet Received"
"U21","HLU21B12","2021-10-20","19:30","BARRETT WEST","LEITRIM HAWKS U21 B1 (8)","CUMBERLAND GRADS U21 B1 (3)","Game Results Entered & Game Sheet Received"
"U21","HLU21B13","2021-10-20","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2 (2)","METCALFE JETS U21 B1 (4)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B110","2021-10-21","19:00","SENECAL","LEITRIM HAWKS U18 B1 (2)","ORLEANS RUSH U18 B1 (4)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18211","2021-10-21","20:00","SENECAL","ORLEANS RUSH U18 B2 (1)","METCALFE JETS U18 B3 (0)","Game Results Entered & Game Sheet Received"
"U21","HLU21B14","2021-10-21","20:30","METCALFE","METCALFE JETS U21 B1 (9)","CUMBERLAND GRADS U21 B2 (1)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A009","2021-10-21","21:00","SENECAL","ORLEANS RUSH U18 A1 (3)","METCALFE JETS U18 A1 (2)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B111","2021-10-22","18:00","METCALFE","METCALFE JETS U11 B2 (0)","METCALFE JETS U11 B1 (5)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A15","2021-10-22","18:00","RUSSELL","RUSSELL WARRIORS U15 A1 (2)","GLOUCESTER CENTRE COUGARS U15A1 (2)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B20","2021-10-22","19:00","METCALFE","METCALFE JETS U13 B1 (5)","GLOUCESTER CENTRE COUGARS U13B2 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18212","2021-10-22","19:00","RUSSELL","RUSSELL WARRIORS U18 B2 (6)","LEITRIM HAWKS U18 B4 (0)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B111","2021-10-22","20:00","RUSSELL","RUSSELL WARRIORS U18 B1 (4)","METCALFE JETS U18 B1 (1)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A14","2021-10-22","20:30","BARRETT WEST","LEITRIM HAWKS U15 A2 (8)","ORLEANS RUSH U15 A1 (3)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A010","2021-10-22","21:00","SENECAL","LEITRIM HAWKS U18 A2 (3)","RUSSELL WARRIORS U18 A1 (3)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B027","2021-10-23","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B1","GLOUCESTER CENTRE COUGARS U9 B1",""
"U9 - A","HLU9A008","2021-10-23","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 A1","LEITRIM HAWKS U9 A1",""
"U13 - B","HLU13B23","2021-10-23","11:00","RUSSELL","RUSSELL WARRIORS U13 B1 (3)","LEITRIM HAWKS U13 B1 (0)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B026","2021-10-23","13:00","METCALFE HALF ICE 2","METCALFE JETS U9 B1","BLACKBURN STINGERS U9 B1",""
"U9 - B","HLU9B025","2021-10-23","13:00","METCALFE HALF ICE 1","METCALFE JETS U9 B2","LEITRIM HAWKS U9 B3",""
"U15 - B1","HLU15B114","2021-10-23","13:00","RUSSELL","RUSSELL WARRIORS U15 B1 (1)","ORLEANS RUSH U15 B1 (5)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B022","2021-10-23","13:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B1","BLACKBURN STINGERS U9 B2",""
"U9 - C","HLU9C013","2021-10-23","13:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 C1","LEITRIM HAWKS U9 C2",""
"U9 - C","HLU9C015","2021-10-23","14:00","METCALFE HALF ICE 2","METCALFE JETS U9 C2","GLOUCESTER CENTRE COUGARS U9C1",""
"U9 - C","HLU9C014","2021-10-23","14:00","METCALFE HALF ICE 1","METCALFE JETS U9 C1","ORLEANS RUSH U9 C1",""
"U13 - B","HLU13B12","2021-10-23","14:00","SENECAL","GLOUCESTER CENTRE COUGARS U13B1 (1)","GLOUCESTER CENTRE COUGARS U13B2 (1)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B024","2021-10-23","14:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 B2","ORLEANS RUSH U9 B2",""
"U9 - B","HLU9B023","2021-10-23","14:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B4","METCALFE JETS U9 B3",""
"U11 - B","HLU11B113","2021-10-23","15:00","METCALFE","METCALFE JETS U11 B2 (2)","BLACKBURN STINGERS U11 B1 (11)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B22","2021-10-23","15:00","SENECAL","ORLEANS RUSH U13 B2 (1)","LEITRIM HAWKS U13 B3 (3)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B112","2021-10-23","15:30","BARRETT WEST","LEITRIM HAWKS U11 B3 (7)","LEITRIM HAWKS U11 B2 (6)","Game Results Entered & Game Sheet Received"
"U11 - A","HLU11A06","2021-10-23","16:00","METCALFE","METCALFE JETS U11 A1 (1)","ORLEANS RUSH U11 A1 (5)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A11","2021-10-23","16:00","SENECAL","ORLEANS RUSH U13 A1 (9)","LEITRIM HAWKS U13 A2 (3)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A011","2021-10-23","16:00","BLACKBURN","BLACKBURN STINGERS U18 A1 (5)","METCALFE JETS U18 A1 (5)","Game Results Entered & Game Sheet Received"
"U11 - A","HLU11A05","2021-10-23","16:30","BARRETT WEST","LEITRIM HAWKS U11 A1 (7)","RUSSELL WARRIORS U11 A1 (1)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C06","2021-10-23","17:00","BLACKBURN","ORLEANS RUSH U11 C1 (1)","METCALFE JETS U11 C1 (0)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B113","2021-10-23","17:00","SENECAL","BLACKBURN STINGERS U15 B1 (7)","METCALFE JETS U15 B1 (0)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C11","2021-10-23","17:30","EMBRUN","EMBRUN PANTHERS U13 C1 (10)","METCALFE JETS U13 C1 (0)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B21","2021-10-23","17:30","BARRETT WEST","LEITRIM HAWKS U13 B2 (0)","BLACKBURN STINGERS U13 B1 (9)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B213","2021-10-23","18:00","SENECAL","ORLEANS RUSH U15 B3 (6)","GLOUCESTER CENTRE COUGARS U15 B2 (4)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B216","2021-10-23","18:00","BLACKBURN","BLACKBURN STINGERS U15 B2 (2)","ORLEANS RUSH U15 B2 (5)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B212","2021-10-23","18:30","BARRETT WEST","LEITRIM HAWKS U15 B2 (6)","LEITRIM HAWKS U15 B3 (5)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A17","2021-10-23","19:00","BLACKBURN","BLACKBURN STINGERS U15 A1 (3)","LEITRIM HAWKS U15 A2 (9)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A16","2021-10-23","19:30","BARRETT WEST","LEITRIM HAWKS U15 A1 (2)","GLOUCESTER CENTRE COUGARS U15A1 (0)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18213","2021-10-23","20:00","BLACKBURN","BLACKBURN STINGERS U18 B2 (1)","LEITRIM HAWKS U18 B2 (3)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B112","2021-10-23","21:00","BLACKBURN","BLACKBURN STINGERS U18 B1 (5)","LEITRIM HAWKS U18 B5 (1)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C08","2021-10-24","09:00","RUSSELL","RUSSELL WARRIORS U11 C1 (7)","BLACKBURN STINGERS U11 C1 (0)","Game Results Entered & Game Sheet Received"
"U9 - C","HLU9C045","2021-10-24","11:30","BARRETT WEST HALF ICE 2","GLOUCESTER CENTRE COUGARS U9C1","METCALFE JETS U9 C1",""
"U9 - B","HLU9B028","2021-10-24","11:30","BARRETT WEST HALF ICE 1","LEITRIM HAWKS U9 B3","ORLEANS RUSH U9 B2",""
"U11 - B","HLU11B114","2021-10-24","12:30","BARRETT WEST","LEITRIM HAWKS U11 B3 (0)","BLACKBURN STINGERS U11 B1 (10)","Game Results Entered & Game Sheet Received"
"U9 - C","HLU9C016","2021-10-24","13:00","POTVIN HALF ICE 2","BLACKBURN STINGERS 9C1","RUSSELL WARRIORS U9 C1",""
"U9 - A","HLU9A009","2021-10-24","13:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 A1","RUSSELL WARRIORS U9 A1",""
"U11 - C","HLU11C07","2021-10-24","13:30","BARRETT WEST","LEITRIM HAWKS U11 C1 (0)","ORLEANS RUSH U11 C1 (6)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B030","2021-10-24","14:00","POTVIN HALF ICE 2","ORLEANS RUSH U9 B1","RUSSELL WARRIORS U9 B2",""
"U9 - A","HLU9A010","2021-10-24","14:00","POTVIN HALF ICE 1","LEITRIM HAWKS U9 A2","BLACKURN STINGERS U9 A1",""
"U15 - B1","HLU15B115","2021-10-24","14:30","BARRETT WEST","LEITRIM HAWKS U15 B4 (0)","GLOUCESTER CENTRE COUGARS U15B1 (3)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B215","2021-10-24","15:00","SENECAL","BLACKBURN STINGERS U15 B2 (0)","ORLEANS RUSH U15 B3 (2)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B115","2021-10-24","15:30","MANLEY","ORLEANS RUSH U11 B2 (3)","GLOUCESTER CENTRE COUGARS U11 B1 (4)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A19","2021-10-24","15:30","BARRETT WEST","LEITRIM HAWKS U15 A1 (7)","BLACKBURN STINGERS U15 A1 (1)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B116","2021-10-24","16:00","SENECAL","GLOUCESTER CENTRE COUGARS U11 B2 (4)","ORLEANS RUSH U11 B1 (1)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B24","2021-10-24","16:00","ARMSTRONG","GLOUCESTER CENTRE COUGARS U13B1 (7)","ORLEANS RUSH U13 B1 (7)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B113","2021-10-24","16:00","METCALFE","METCALFE JETS U18 B1 (2)","LEITRIM HAWKS U18 B3 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18214","2021-10-24","16:30","MANLEY","ORLEANS RUSH U18 B2 (2)","METCALFE JETS U18 B2 (2)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A18","2021-10-24","17:00","ARMSTRONG","METCALFE JETS U15 A1 (2)","ORLEANS RUSH U15 A1 (0)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B114","2021-10-24","17:30","MANLEY","ORLEANS RUSH U18 B3 (2)","LEITRIM HAWKS U18 B1 (2)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C12","2021-10-24","18:00","BLACKBURN","BLACKBURN STINGERS U13 C1 (4)","RUSSELL WARRIORS U13 C1 (4)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B214","2021-10-24","18:30","MANLEY","ORLEANS RUSH U15 B2 (3)","METCALFE JETS U15 B2 (5)","Game Results Entered & Game Sheet Received"
"U21","HLU21B16","2021-10-24","19:00","RJ KENNEDY","CUMBERLAND GRADS U21 B2 (3)","RUSSELL WARRIORS U21 B1 (6)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A012","2021-10-24","19:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U18 A1 (1)","ORLEANS RUSH U18 A1 (2)","Game Results Entered & Game Sheet Received"
"U21","HLU21B15","2021-10-24","19:30","CLARENCE","CLARENCE CASTORS U21 B1 (1)","GLOUCESTER CENTRE COUGARS U21B (9)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A013","2021-10-24","20:00","BLACKBURN","BLACKBURN STINGERS U18 A1 (1)","LEITRIM HAWKS U18 A1 (5)","Game Results Entered & Game Sheet Received"
"U21","HLU21B17","2021-10-25","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2 (7)","CUMBERLAND GRADS U21 B1 (8)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A014","2021-10-26","20:00","METCALFE","METCALFE JETS U18 A1 (2)","RUSSELL WARRIORS U18 A1 (3)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18215","2021-10-26","20:30","BARRETT WEST","LEITRIM HAWKS U18 B2 (7)","GLOUCESTER CENTRE COUGARS U18 B1 (0)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18216","2021-10-26","21:00","METCALFE","METCALFE JETS U18 B3 (0)","RUSSELL WARRIORS U18 B2 (8)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B115","2021-10-26","21:30","BARRETT WEST","LEITRIM HAWKS U18 B1 (3)","METCALFE JETS U18 B1 (3)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B116","2021-10-27","18:30","BARRETT WEST","LEITRIM HAWKS U15 B1 (3)","LEITRIM HAWKS U15 B4 (3)","Game Results Entered & Game Sheet Received"
"U21","HLU21B18","2021-10-27","21:00","BARRETT WEST","LEITRIM HAWKS U21 B2 (0)","RUSSELL WARRIORS U21 B1 (11)","Game Results Entered & Game Sheet Received"
"U21","HLU21B19","2021-10-28","20:30","SENECAL","GLOUCESTER CENTRE COUGARS U21B (8)","METCALFE JETS U21 B1 (4)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A015","2021-10-28","21:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 A1 (3)","BLACKBURN STINGERS U18 A1 (3)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C09","2021-10-29","18:00","METCALFE","METCALFE JETS U11 C1 (6)","LEITRIM HAWKS U11 C1 (0)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B117","2021-10-29","19:00","METCALFE","METCALFE JETS U11 B2 (0)","GLOUCESTER CENTRE COUGARS U11 B2 (9)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A016","2021-10-29","20:00","RUSSELL","RUSSELL WARRIORS U18 A1 (1)","ORLEANS RUSH U18 A1 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18218","2021-10-29","20:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 B1 (1)","BLACKBURN STINGERS U18 B2 (4)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B117","2021-10-29","20:00","SENECAL","ORLEANS RUSH U18 B3 (0)","LEITRIM HAWKS U18 B5 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18217","2021-10-29","20:30","BARRETT WEST","LEITRIM HAWKS U18 B4 (2)","ORLEANS RUSH U18 B2 (4)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A017","2021-10-29","21:00","POTVIN","GLOUCESTER CENTRE COUGARS U18 A1 (1)","LEITRIM HAWKS U18 A1 (4)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B118","2021-10-29","21:00","SENECAL","BLACKBURN STINGERS U18 B1 (1)","ORLEANS RUSH U18 B1 (4)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B116","2021-10-29","21:30","BARRETT WEST","LEITRIM HAWKS U18 B3 (0)","LEITRIM HAWKS U18 B1 (0)","Game Results Entered & Game Sheet Received"
"U9 - C","HLU9C018","2021-10-30","08:00","POTVIN HALF ICE 2","GLOUCESTER CENTRE COUGARS U9C1","LEITRIM HAWKS U9 C2",""
"U9 - C","HLU9C017","2021-10-30","08:00","POTVIN HALF ICE 1","ORLEANS RUSH U9 C1","RUSSELL WARRIORS U9 C1",""
"U9 - C","HLU9C019","2021-10-30","09:00","POTVIN HALF ICE 2","BLACKBURN STINGERS 9C1","METCALFE JETS U9 C1",""
"U11 - A","HLU11A07","2021-10-30","09:00","RUSSELL","RUSSELL WARRIORS U11 A1 (3)","LEITRIM HAWKS U11 A1 (4)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B031","2021-10-30","09:00","POTVIN HALF ICE 1","GLOUCESTER CENTRE COUGARS U9 B1","METCALFE JETS U9 B1",""
"U15 - B1","HLU15B118","2021-10-30","10:00","RUSSELL","RUSSELL WARRIORS U15 B1 (2)","BLACKBURN STINGERS U15 B1 (3)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A21","2021-10-30","11:00","RUSSELL","RUSSELL WARRIORS U15 A1 (4)","BLACKBURN STINGERS U15 A1 (3)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C13","2021-10-30","14:00","SENECAL","ORLEANS RUSH U13 C1 (1)","RUSSELL WARRIORS U13 C1 (4)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B25","2021-10-30","14:30","BARRETT WEST","LEITRIM HAWKS U13 B1 (2)","GLOUCESTER CENTRE COUGARS U13B1 (5)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B245","2021-10-30","15:00","METCALFE","GLOUCESTER CENTRE COUGARS U15 B2 (2)","ORLEANS RUSH U15 B3 (2)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B26","2021-10-30","15:00","SENECAL","ORLEANS RUSH U13 B1 (11)","RUSSELL WARRIORS U13 B2 (0)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B27","2021-10-30","15:30","BARRETT WEST","LEITRIM HAWKS U13 B3 (2)","LEITRIM HAWKS U13 B2 (0)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B119","2021-10-30","16:00","SENECAL","GLOUCESTER CENTRE COUGARS U11 B1 (4)","ORLEANS RUSH U11 B1 (1)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B28","2021-10-30","16:00","METCALFE","METCALFE JETS U13 B1 (2)","RUSSELL WARRIORS U13 B1 (10)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A10","2021-10-30","16:00","BLACKBURN","BLACKBURN STINGERS U13 A1 (3)","METCALFE JETS U13 A1 (8)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A12","2021-10-30","16:30","BARRETT WEST","LEITRIM HAWKS U13 A1 (0)","ORLEANS RUSH U13 A1 (5)","Game Results Entered & Game Sheet Received"
"U11 - C","HLU11C10","2021-10-30","17:00","BLACKBURN","BLACKBURN STINGERS U11 C1 (5)","ORLEANS RUSH U11 C1 (3)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B117","2021-10-30","17:00","SENECAL","GLOUCESTER CENTRE COUGARS U15B1 (4)","METCALFE JETS U15 B1 (0)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C26","2021-10-30","17:30","EMBRUN","EMBRUN PANTHERS U13 C1 (18)","LEITRIM HAWKS U13 C1 (2)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B118","2021-10-30","18:00","BLACKBURN","BLACKBURN STINGERS U11 B1 (8)","ORLEANS RUSH U11 B2 (0)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A20","2021-10-30","18:00","SENECAL","ORLEANS RUSH U15 A1 (0)","GLOUCESTER CENTRE COUGARS U15A1 (3)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B119","2021-10-30","19:00","BLACKBURN","BLACKBURN STINGERS U18 B1 (3)","METCALFE JETS U18 B1 (4)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18226","2021-10-30","20:00","BLACKBURN","RUSSELL WARRIORS U18 B2 (2)","BLACKBURN STINGERS U18 B2 (2)","Game Results Entered & Game Sheet Received"
"U9 - B","HLU9B033","2021-10-31","09:00","RUSSELL HALF ICE 2","RUSSELL WARRIORS U9 B2","METCALFE JETS U9 B2",""
"U9 - B","HLU9B032","2021-10-31","09:00","RUSSELL HALF ICE 1","RUSSELL WARRIORS U9 B1","LEITRIM HAWKS U9 B1",""
"U9 - A","HLU9A012","2021-10-31","11:30","BARRETT WEST HALF ICE 2","LEITRIM HAWKS U9 A2","LEITRIM HAWKS U9 A1",""
"U9 - A","HLU9A011","2021-10-31","11:30","BARRETT WEST HALF ICE 1","BLACKURN STINGERS U9 A1","METCALFE JETS U9 A1",""
"U13 - B","HLU13B29","2021-10-31","12:00","POTVIN","BLACKBURN STINGERS U13 B1 (5)","ORLEANS RUSH U13 B1 (3)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B120","2021-10-31","12:30","BARRETT WEST","LEITRIM HAWKS U11 B1 (0)","METCALFE JETS U11 B2 (3)","Game Results Entered & Game Sheet Received"
"U13 - C","HLU13C15","2021-10-31","13:00","ARMSTRONG","BLACKBURN STINGERS U13 C1 (10)","LEITRIM HAWKS U13 C1 (0)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B30","2021-10-31","13:00","POTVIN","GLOUCESTER CENTRE COUGARS U13B1 (3)","METCALFE JETS U13 B1 (3)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B121","2021-10-31","13:30","BARRETT WEST","LEITRIM HAWKS U11 B2 (2)","GLOUCESTER CENTRE COUGARS U11 B2 (7)","Game Results Entered & Game Sheet Received"
"U13 - B","HLU13B31","2021-10-31","14:00","POTVIN","GLOUCESTER CENTRE COUGARS U13B2 (3)","METCALFE JETS U13 B2 (2)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A13","2021-10-31","14:30","BARRETT WEST","LEITRIM HAWKS U13 A2 (2)","METCALFE JETS U13 A1 (5)","Game Results Entered & Game Sheet Received"
"U13 - A","HLU13A14","2021-10-31","14:30","MANLEY","ORLEANS RUSH U13 A1 (2)","BLACKBURN STINGERS U13 A1 (2)","Game Results Entered & Game Sheet Received"
"U11 - B","HLU11B122","2021-10-31","15:00","METCALFE","METCALFE JETS U11 B1 (1)","LEITRIM HAWKS U11 B3 (5)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B120","2021-10-31","15:00","SENECAL","ORLEANS RUSH U15 B1 (3)","GLOUCESTER CENTRE COUGARS U15B1 (3)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B119","2021-10-31","15:30","BARRETT WEST","LEITRIM HAWKS U15 B1 (0)","RUSSELL WARRIORS U15 B1 (4)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A22","2021-10-31","15:30","MANLEY","GLOUCESTER CENTRE COUGARS U15A1 (5)","BLACKBURN STINGERS U15 A1 (2)","Game Results Entered & Game Sheet Received"
"U15 - B1","HLU15B137","2021-10-31","16:00","SENECAL","LEITRIM HAWKS U15 B4 (1)","METCALFE JETS U15 B1 (5)","Game Results Entered & Game Sheet Received"
"U15 - A","HLU15A23","2021-10-31","16:00","METCALFE","METCALFE JETS U15 A1 (0)","LEITRIM HAWKS U15 A1 (4)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18220","2021-10-31","17:00","METCALFE","METCALFE JETS U18 B3 (3)","LEITRIM HAWKS U18 B4 (3)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B122","2021-10-31","17:00","SENECAL","RUSSELL WARRIORS U18 B1 (1)","LEITRIM HAWKS U18 B5 (0)","Game Results Entered & Game Sheet Received"
"U15 - B2","HLU15B218","2021-10-31","18:00","BLACKBURN","GLOUCESTER CENTRE COUGARS U15 B2 (0)","METCALFE JETS U15 B2 (3)","Game Results Entered & Game Sheet Received"
"U21","HLU21B20","2021-10-31","18:00","MANLEY","GLOUCESTER CENTRE COUGARS U21B (3)","LEITRIM HAWKS U21 B1 (3)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18243","2021-10-31","18:00","METCALFE","LEITRIM HAWKS U18 B2 (2)","ORLEANS RUSH U18 B2 (2)","Game Results Entered & Game Sheet Received"
"U18 - B2","HLU18222","2021-11-01","20:30","BARRETT WEST","LEITRIM HAWKS U18 B4 (2)","GLOUCESTER CENTRE COUGARS U18 B1 (3)","Game Results Entered & Game Sheet Received"
"U18 - A","HLU18A018","2021-11-01","21:30","BARRETT WEST","LEITRIM HAWKS U18 A2 (3)","LEITRIM HAWKS U18 A1 (0)","Game Results Entered & Game Sheet Received"
"U18 - B1","HLU18B120","2021-11-02","19:30","RUSSELL","ORLEANS RUSH U18 B1 (3)","RUSSELL WARRIORS U18 B1 (1)","Game Results Entered & Game Sheet Received"
