"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"PeeWee C","HLPC55","2020-02-16","15:00","ARMSTRONG","GCTCOUGARS1 (1)","RSWARRIORS1 (0)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB152","2020-02-16","15:00","METCALFE 2 HALF","RSWARRIORS1","RSWARRIORS3",""
"Novice C","HLNC93","2020-02-16","15:00","METCALFE 1 HALF","METCAFJETS2","LETRMHAWKS3",""
"PeeWee A","HLPWA31","2020-02-16","16:00","BARRETT EAST","LETRMHAWKS2 (2)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB172","2020-02-16","16:00","METCALFE 2 HALF","METCAFJETS4","LETRMHAWKS3",""
"Novice C","HLNC94","2020-02-16","16:00","METCALFE 1 HALF","METCAFJETS1","ORLEANS1",""
"Novice A","HLNA84","2020-02-16","16:45","RICHCRAFT HEO 1 HALF","LETRMHAWKS2","ORLEANS1",""
"Novice B","HLNB173","2020-02-16","16:45","RICHCRAFT HEO 2 HALF","BBSTINGERS1","ORLEANS2",""
"Atom C","HLATC61","2020-02-16","17:00","METCALFE","METCAFJETS1 (0)","GCTCOUGARS1 (4)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB246","2020-02-16","17:00","BARRETT EAST","GCTCOUGARS1 (3)","LETRMHAWKS4 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA79","2020-02-16","18:00","BARRETT EAST","LETRMHAWKS3 (6)","METCAFJETS1 (6)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB243","2020-02-16","20:00","BARRETT EAST","ORLEANS1 (1)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB67","2020-02-16","21:00","RAY FRIEL 2 C","CUMBERLAND2 (5)","LETRMHAWKS1 (4)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB238","2020-02-17","20:00","BARRETT EAST","LETRMHAWKS6 (2)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB151","2020-02-17","20:00","ARMSTRONG","BBSTINGERS1 (4)","METCAFJETS2 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB68","2020-02-17","21:00","BARRETT WEST","LETRMHAWKS1 (10)","CUMBERLAND1 (8)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB152","2020-02-17","21:00","BARRETT EAST","METCAFJETS4 (2)","LETRMHAWKS3 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA75","2020-02-17","21:00","ARMSTRONG","ORLEANS2 (7)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB240","2020-02-18","19:00","RUSSELL","RSWARRIORS1 (0)","ORLEANS4 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA114","2020-02-18","20:00","RUSSELL","RSWARRIORS1 (1)","LETRMHAWKS1 (4)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB239","2020-02-18","20:30","BARRETT WEST","LETRMHAWKS4 (2)","METCAFJETS3 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA113","2020-02-18","21:30","BARRETT WEST","LETRMHAWKS2 (2)","GCTCOUGARS1 (0)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB153","2020-02-19","20:00","BLACKBURN","BBSTINGERS1 (0)","METCAFJETS4 (4)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB241","2020-02-19","21:00","BLACKBURN","BBSTINGERS2 (4)","GCTCOUGARS1 (2)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB154","2020-02-20","19:00","BARRETT EAST","LETRMHAWKS2 (4)","METCAFJETS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC58","2020-02-20","19:30","TBD","ORLEANS1 (1)","RSWARRIORS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA70","2020-02-20","20:00","BARRETT EAST","METCAFJETS1 (5)","BBSTINGERS1 (3)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA117","2020-02-20","20:30","RAY FRIEL 3","ORLEANS2 (0)","GCTCOUGARS1 (7)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA116","2020-02-20","21:00","BARRETT EAST","LETRMHAWKS2 (3)","BBSTINGERS1 (2)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA85","2020-02-21","18:00","RICHCRAFT MILK 1 HALF","ORLEANS2","METCAFJETS1",""
"Novice A","HLNA86","2020-02-21","18:00","RICHCRAFT MILK 2 HALF","LETRMHAWKS2","ORLEANS1",""
"Novice B","HLNB217","2020-02-21","18:30","BARRETT WEST 2 HALF","ORLEANS2","LETRMHAWKS1",""
"Novice B","HLNB222","2020-02-21","18:30","BARRETT WEST 1 HALF","LETRMHAWKS4","GCTCOUGARS1",""
"Bantam B2","HLBTB221","2020-02-21","20:00","RUSSELL","RSWARRIORS1 (3)","METCAFJETS3 (1)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB220","2020-02-21","20:00","ARMSTRONG","GCTCOUGARS1 (0)","LETRMHAWKS4 (3)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB202","2020-02-21","20:00","BARRETT EAST","METCAFJETS2 (3)","BBSTINGERS2 (2)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA85","2020-02-21","21:00","BARRETT EAST","METCAFJETS1 (3)","LETRMHAWKS2 (0)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA86","2020-02-21","21:00","RICHCRAFT MILK","GCTCOUGARS1 (0)","LETRMHAWKS1 (6)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA129","2020-02-21","21:00","ARMSTRONG","ORLEANS1 (5)","ORLEANS2 (1)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA51","2020-02-22","09:00","RUSSELL","RSWARRIORS1 (0)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC88","2020-02-22","10:00","RUSSELL 2 HALF","LETRMHAWKS1","METCAFJETS3",""
"PeeWee C","HLPC62","2020-02-22","11:00","RUSSELL","RSWARRIORS1 (5)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"PeeWee B2","HLPWB221","2020-02-22","12:00","RUSSELL","RSWARRIORS1 (0)","LETRMHAWKS3 (2)","Game Results Entered & Game Sheet Received"
"Atom B1","HLATB126","2020-02-22","13:00","RUSSELL","RSWARRIORS2 (6)","ORLEANS1 (5)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC96","2020-02-22","13:00","POTVIN 1 HALF","BBSTINGERS1","METCAFJETS2",""
"Novice C","HLNC97","2020-02-22","13:00","POTVIN 2 HALF","ORLEANS1","LETRMHAWKS3",""
"Atom B2","HLATB221","2020-02-22","14:00","ARMSTRONG","GCTCOUGARS1 (7)","GCTCOUGARS2 (4)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC62","2020-02-22","14:00","BARRETT EAST","LETRMHAWKS2 (2)","RSWARRIORS1 (5)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA77","2020-02-22","14:00","POTVIN 2 HALF","ORLEANS2","ORLEANS1",""
"Novice B","HLNB180","2020-02-22","14:00","POTVIN 1 HALF","ORLEANS1","ORLEANS3",""
"Novice B","HLNB174","2020-02-22","14:30","BARRETT WEST 1 HALF","LETRMHAWKS4","METCAFJETS4",""
"Novice B","HLNB176","2020-02-22","14:30","BARRETT WEST 2 HALF","METCAFJETS1","RSWARRIORS2",""
"Atom C","HLATC63","2020-02-22","15:00","BARRETT EAST","LETRMHAWKS1 (0)","BBSTINGERS1 (9)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC60","2020-02-22","15:00","ARMSTRONG","GCTCOUGARS1 (6)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB175","2020-02-22","15:30","BARRETT WEST 1 HALF","METCAFJETS5","BBSTINGERS1",""
"Novice B","HLNB177","2020-02-22","15:30","BARRETT WEST 2 HALF","LETRMHAWKS3","METCAFJETS2",""
"Atom C","HLATC43","2020-02-22","16:00","BARRETT EAST","METCAFJETS1 (2)","GCTCOUGARS1 (3)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB178","2020-02-22","16:00","POTVIN 1 HALF","GCTCOUGARS1","RSWARRIORS3",""
"Novice B","HLNB179","2020-02-22","16:00","POTVIN 2 HALF","BBSTINGERS2","METCAFJETS3",""
"Atom B1","HLATB124","2020-02-22","17:00","BLACKBURN","BBSTINGERS1 (1)","LETRMHAWKS1 (0)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC61","2020-02-22","17:00","BARRETT EAST","LETRMHAWKS2 (2)","BBSTINGERS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB132","2020-02-22","18:00","BARRETT EAST","LETRMHAWKS1 (4)","ORLEANS2 (0)","Game Results Entered & Game Sheet Received"
"Atom B2","HLATB212","2020-02-22","18:00","BLACKBURN","LETRMHAWKS3 (0)","METCAFJETS1 (1)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB126","2020-02-22","19:00","BLACKBURN","BBSTINGERS1 (1)","BBSTINGERS2 (3)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB136","2020-02-22","19:00","BARRETT EAST","LETRMHAWKS5 (2)","LETRMHAWKS2 (0)","Game Results Entered & Game Sheet Received"
"PeeWee B2","HLPWB220","2020-02-22","20:00","BLACKBURN","METCAFJETS3 (7)","GCTCOUGARS1 (2)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB131","2020-02-22","20:00","BARRETT EAST","METCAFJETS1 (6)","ORLEANS1 (7)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC54","2020-02-23","08:15","RICHCRAFT MILK 1 HALF","METCAFJETS2","LETRMHAWKS2",""
"Novice C","HLNC101","2020-02-23","08:15","RICHCRAFT MILK 2 HALF","GCTCOUGARS1","LETRMHAWKS1",""
"Atom C","HLATC55","2020-02-23","09:00","BLACKBURN","BBSTINGERS1 (9)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB184","2020-02-23","09:15","RICHCRAFT MILK 1 HALF","ORLEANS1","METCAFJETS5",""
"Novice B","HLNB185","2020-02-23","09:15","RICHCRAFT MILK 2 HALF","BBSTINGERS2","LETRMHAWKS1",""
"Novice B","HLNB186","2020-02-23","10:00","RUSSELL 1 HALF","RSWARRIORS2","GCTCOUGARS1",""
"Novice B","HLNB187","2020-02-23","10:00","RUSSELL 2 HALF","RSWARRIORS1","METCAFJETS2",""
"Novice B","HLNB182","2020-02-23","12:30","BARRETT WEST 1 HALF","LETRMHAWKS2","LETRMHAWKS4",""
"Novice C","HLNC99","2020-02-23","12:30","BARRETT WEST 2 HALF","LETRMHAWKS3","METCAFJETS3",""
"Novice A","HLNA87","2020-02-23","13:30","BARRETT WEST 1 HALF","LETRMHAWKS1","ORLEANS2",""
"Novice B","HLNB183","2020-02-23","13:30","BARRETT WEST 2 HALF","LETRMHAWKS5","ORLEANS3",""
"Novice A","HLNA88","2020-02-23","14:30","BARRETT WEST 1 HALF","METCAFJETS2","BBSTINGERS1",""
"Novice A","HLNA89","2020-02-23","14:30","BARRETT WEST 2 HALF","METCAFJETS1","RSWARRIORS1",""
"Atom B2","HLATB222","2020-02-23","15:00","BARRETT EAST","METCAFJETS1 (1)","LETRMHAWKS2 (8)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC50","2020-02-23","16:00","BARRETT EAST","METCAFJETS1 (5)","LETRMHAWKS1 (5)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA39","2020-02-23","17:00","BARRETT EAST","BBSTINGERS1 (5)","METCAFJETS1 (1)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC63","2020-02-23","17:00","BLACKBURN","ORLEANS1 (0)","LETRMHAWKS1 (1)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB129","2020-02-23","18:00","BLACKBURN","LETRMHAWKS1 (5)","LETRMHAWKS2 (1)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB222","2020-02-23","18:00","BARRETT EAST","LETRMHAWKS4 (1)","METCAFJETS2 (4)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA62","2020-02-23","19:00","METCALFE","METCAFJETS1 (1)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB223","2020-02-23","19:00","BARRETT EAST","METCAFJETS3 (3)","GCTCOUGARS1 (0)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB155","2020-02-23","20:00","BARRETT EAST","METCAFJETS2 (2)","LETRMHAWKS3 (3)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA115","2020-02-23","20:00","METCALFE","LETRMHAWKS1 (1)","ORLEANS1 (8)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA87","2020-02-23","20:30","MANLEY","ORLEANS1 (1)","METCAFJETS1 (4)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB158","2020-02-24","20:00","BARRETT EAST","GCTCOUGARS2 (2)","LETRMHAWKS1 (3)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB156","2020-02-24","20:00","ARMSTRONG","ORLEANS3 (1)","BBSTINGERS1 (1)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB160","2020-02-24","20:30","BARRETT WEST","METCAFJETS1 (3)","ORLEANS2 (4)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB159","2020-02-24","21:00","BARRETT EAST","METCAFJETS4 (2)","METCAFJETS2 (4)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB157","2020-02-24","21:00","ARMSTRONG","LETRMHAWKS2 (2)","LETRMHAWKS3 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA119","2020-02-24","21:30","BARRETT WEST","LETRMHAWKS3 (2)","BBSTINGERS1 (0)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB242","2020-02-25","21:00","METCALFE","METCAFJETS3 (1)","LETRMHAWKS6 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA120","2020-02-25","21:00","RUSSELL","RSWARRIORS1 (1)","METCAFJETS1 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB69","2020-02-26","20:00","ARMSTRONG","GCTCOUGARS1 (8)","LETRMHAWKS1 (2)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB161","2020-02-26","20:00","BLACKBURN","BBSTINGERS1 (5)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB113","2020-02-26","20:00","BARRETT EAST","LETRMHAWKS1 (3)","METCAFJETS1 (0)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB237","2020-02-26","21:00","BLACKBURN","METCAFJETS3 (1)","BBSTINGERS2 (1)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB70","2020-02-26","21:30","ARMSTRONG","ORLEANS1 (3)","LETRMHAWKS2 (8)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB165","2020-02-27","18:30","RAY FRIEL 3","ORLEANS2 (4)","LETRMHAWKS2 (2)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB162","2020-02-27","19:00","BARRETT EAST","LETRMHAWKS3 (1)","ORLEANS3 (2)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA121","2020-02-27","19:30","RAY FRIEL 3","ORLEANS1 (2)","GCTCOUGARS1 (4)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB149","2020-02-27","20:00","BARRETT EAST","LETRMHAWKS5 (2)","METCAFJETS2 (2)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA122","2020-02-27","20:30","RAY FRIEL 3","ORLEANS2 (0)","BBSTINGERS1 (3)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA80","2020-02-27","21:00","BARRETT EAST","METCAFJETS1 (11)","GCTCOUGARS1 (0)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA47","2020-02-28","18:00","RICHCRAFT MILK 1 HALF","METCAFJETS2","BBSTINGERS1",""
"Novice B","HLNB101","2020-02-28","18:00","RICHCRAFT MILK 2 HALF","LETRMHAWKS4","METCAFJETS1",""
"Bantam A","HLBA39","2020-02-28","19:00","RUSSELL","LETRMHAWKS1 (4)","LETRMHAWKS3 (1)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB224","2020-02-28","19:00","RICHCRAFT MILK","GCTCOUGARS1 (0)","BBSTINGERS2 (11)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB166","2020-02-28","20:00","POTVIN","LETRMHAWKS1 (1)","ORLEANS2 (1)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB133","2020-02-28","20:00","SENECAL","ORLEANS2 (1)","LETRMHAWKS5 (3)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB132","2020-02-28","20:00","RICHCRAFT MILK","ORLEANS1 (0)","LETRMHAWKS2 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA83","2020-02-28","21:00","RICHCRAFT MILK","ORLEANS1 (4)","RSWARRIORS1 (2)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC65","2020-02-29","09:00","RUSSELL","RSWARRIORS1 (10)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB128","2020-02-29","10:00","BLACKBURN","LETRMHAWKS4 (3)","BBSTINGERS1 (2)","Game Results Entered & Game Sheet Received"
"Atom B1","HLATB127","2020-02-29","11:00","BLACKBURN","BBSTINGERS1 (7)","RSWARRIORS2 (3)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB188","2020-02-29","12:00","METCALFE 1 HALF","METCAFJETS1","METCAFJETS4",""
"Novice C","HLNC102","2020-02-29","12:00","METCALFE 2 HALF","METCAFJETS1","LETRMHAWKS2",""
"Novice B","HLNB189","2020-02-29","13:00","METCALFE 1 HALF","METCAFJETS5","LETRMHAWKS1",""
"Novice B","HLNB190","2020-02-29","13:00","METCALFE 2 HALF","METCAFJETS3","LETRMHAWKS2",""
"Novice B","HLNB191","2020-02-29","13:00","POTVIN 1 HALF","ORLEANS3","RSWARRIORS2",""
"Atom B2","HLATB223","2020-02-29","14:00","METCALFE","METCAFJETS1 (0)","GCTCOUGARS1 (5)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA63","2020-02-29","14:00","ARMSTRONG","GCTCOUGARS1 (0)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB192","2020-02-29","14:00","POTVIN 1 HALF","BBSTINGERS2","METCAFJETS2",""
"Novice C","HLNC103","2020-02-29","14:00","POTVIN 2 HALF","BBSTINGERS1","GCTCOUGARS1",""
"PeeWee C","HLPC64","2020-02-29","15:00","ARMSTRONG","BBSTINGERS1 (4)","LETRMHAWKS1 (0)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB193","2020-02-29","15:00","POTVIN 1 HALF","GCTCOUGARS1","LETRMHAWKS3",""
"Novice B","HLNB194","2020-02-29","15:00","POTVIN 2 HALF","BBSTINGERS1","LETRMHAWKS5",""
"Atom B2","HLATB224","2020-02-29","15:00","METCALFE","METCAFJETS2 (0)","LETRMHAWKS3 (6)","Game Results Entered & Game Sheet Received"
"PeeWee B2","HLPWB222","2020-02-29","16:00","ARMSTRONG","GCTCOUGARS1 (1)","METCAFJETS1 (3)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC64","2020-02-29","16:00","SENECAL","ORLEANS1 (0)","GCTCOUGARS1 (0)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC65","2020-02-29","16:00","METCALFE","METCAFJETS1 (2)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB219","2020-02-29","16:00","POTVIN","BBSTINGERS2 (3)","LETRMHAWKS4 (3)","Game Results Entered & Game Sheet Received"
"Atom B1","HLATB109","2020-02-29","17:00","SENECAL","ORLEANS1 (0)","BBSTINGERS2 (3)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB134","2020-02-29","18:00","BLACKBURN","LETRMHAWKS1 (2)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA76","2020-02-29","19:00","SENECAL","GCTCOUGARS1 (0)","LETRMHAWKS3 (6)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA89","2020-02-29","19:00","BLACKBURN","BBSTINGERS1 (4)","METCAFJETS1 (4)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA90","2020-02-29","20:00","SENECAL","ORLEANS1 (1)","LETRMHAWKS2 (2)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB244","2020-02-29","20:00","BLACKBURN","BBSTINGERS2 (6)","ORLEANS4 (2)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB245","2020-02-29","20:15","RICHCRAFT HEO","GCTCOUGARS1 (4)","LETRMHAWKS4 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA124","2020-02-29","21:15","RICHCRAFT HEO","GCTCOUGARS1 (3)","METCAFJETS1 (3)","Game Results Entered & Game Sheet Received"
"Novice C","HLNC69","2020-03-01","09:00","RUSSELL 1 HALF","RSWARRIORS1","BBSTINGERS1",""
"Atom B1","HLATB129","2020-03-01","10:00","SENECAL","ORLEANS2 (3)","RSWARRIORS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB130","2020-03-01","10:00","BLACKBURN","BBSTINGERS1 (4)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB195","2020-03-01","10:00","RUSSELL 1 HALF","RSWARRIORS1","BBSTINGERS2",""
"Novice B","HLNB196","2020-03-01","10:00","RUSSELL 2 HALF","RSWARRIORS3","RSWARRIORS2",""
"PeeWee B1","HLPWB131","2020-03-01","11:00","BLACKBURN","BBSTINGERS2 (2)","ORLEANS2 (4)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA53","2020-03-01","11:00","SENECAL 1 HALF","BBSTINGERS1","LETRMHAWKS2",""
"Novice B","HLNB220","2020-03-01","11:00","SENECAL","METCAFJETS2","ORLEANS2",""
"Atom B2","HLATB225","2020-03-01","14:30","MANLEY","GCTCOUGARS2 (2)","LETRMHAWKS2 (3)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC66","2020-03-01","15:00","ARMSTRONG","GCTCOUGARS1 (2)","BBSTINGERS1 (5)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC56","2020-03-01","15:00","SENECAL","ORLEANS1 (0)","BBSTINGERS1 (0)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB127","2020-03-01","15:30","MANLEY","ORLEANS1 (4)","LETRMHAWKS1 (2)","Game Results Entered & Game Sheet Received"
"Atom B1","HLATB128","2020-03-01","16:00","BARRETT EAST","LETRMHAWKS1 (1)","ORLEANS1 (5)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA25","2020-03-01","16:00","ARMSTRONG","RSWARRIORS1 (5)","METCAFJETS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee B2","HLPWB224","2020-03-01","17:00","METCALFE","METCAFJETS1 (5)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC19","2020-03-01","17:00","BARRETT EAST","LETRMHAWKS1 (3)","RSWARRIORS1 (8)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA81","2020-03-01","17:00","RUSSELL","METCAFJETS1 (5)","LETRMHAWKS3 (0)","Game Results Entered & Game Sheet Received"
"Atom B2","HLATB218","2020-03-01","17:30","MANLEY","METCAFJETS1 (2)","GCTCOUGARS1 (4)","Game Results Entered & Game Sheet Received"
"PeeWee B2","HLPWB225","2020-03-01","18:00","METCALFE","METCAFJETS3 (8)","GCTCOUGARS1 (3)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA66","2020-03-01","18:00","BARRETT EAST","LETRMHAWKS2 (1)","BBSTINGERS1 (3)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA38","2020-03-01","19:00","METCALFE","METCAFJETS1 (2)","ORLEANS1 (6)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB135","2020-03-01","19:00","BARRETT EAST","METCAFJETS1 (1)","LETRMHAWKS3 (7)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB213","2020-03-01","20:00","METCALFE","METCAFJETS2 (4)","METCAFJETS3 (0)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA60","2020-03-01","20:00","BARRETT EAST","LETRMHAWKS1 (8)","GCTCOUGARS1 (0)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB71","2020-03-01","21:00","NAVAN","CUMBERLAND2 (4)","CUMBERLAND1 (4)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB150","2020-03-01","21:00","METCALFE","METCAFJETS1 (2)","LETRMHAWKS5 (4)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC67","2020-03-02","18:30","BARRET WEST","LETRMHAWKS1 (2)","LETRMHAWKS2 (8)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB128","2020-03-02","19:00","ARMSTRONG","LETRMHAWKS5 (4)","BBSTINGERS1 (2)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB72","2020-03-02","19:30","BARRETT WEST","LETRMHAWKS1 (3)","LETRMHAWKS2 (5)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB167","2020-03-02","20:00","BARRETT EAST","LETRMHAWKS3 (2)","GCTCOUGARS2 (2)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB168","2020-03-02","20:00","BLACKBURN","ORLEANS3 (1)","LETRMHAWKS2 (1)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA81","2020-03-02","20:00","ARMSTRONG","LETRMHAWKS1 (4)","RSWARRIORS1 (2)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA126","2020-03-02","21:00","ARMSTRONG","LETRMHAWKS3 (3)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB247","2020-03-02","21:00","BARRETT EAST","LETRMHAWKS6 (2)","ORLEANS4 (4)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB248","2020-03-02","21:00","BARRETT WEST","METCAFJETS3 (0)","ORLEANS1 (0)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA127","2020-03-03","20:00","METCALFE","METCAFJETS1 (4)","LETRMHAWKS1 (1)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB73","2020-03-03","20:30","RUSSELL","RSWARRIORS1 (6)","METCAFJETS1 (5)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB169","2020-03-03","21:00","METCALFE","METCAFJETS4 (1)","ORLEANS2 (2)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB249","2020-03-04","19:00","ARMSTRONG","GCTCOUGARS1 (4)","ORLEANS4 (3)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB74","2020-03-04","20:00","ARMSTRONG","LETRMHAWKS2 (12)","ORLEANS1 (5)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB75","2020-03-04","21:30","ARMSTRONG","GCTCOUGARS1 (3)","LETRMHAWKS1 (0)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB172","2020-03-05","18:00","SENECAL","ORLEANS2 (1)","BBSTINGERS1 (1)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB170","2020-03-05","19:00","BARRETT EAST","LETRMHAWKS3 (1)","METCAFJETS4 (6)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA128","2020-03-05","19:00","SENECAL","ORLEANS2 (1)","LETRMHAWKS3 (2)","Game Results Entered & Game Sheet Received"
