"Division","Game ID","Date","Time","Venue","Home Team","Away Team","Game Status"
"Midget B2","HLMB250","2020-03-05","20:00","BARRETT EAST","METCAFJETS3 (3)","LETRMHAWKS6 (2)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB171","2020-03-05","21:00","BARRETT EAST","LETRMHAWKS1 (2)","GCTCOUGARS2 (3)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB138","2020-03-06","19:00","SENECAL","BBSTINGERS1 (2)","ORLEANS2 (2)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB227","2020-03-06","19:30","BARRETT WEST","GCTCOUGARS1 (0)","METCAFJETS2 (6)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB226","2020-03-06","20:00","BARRETT EAST","BBSTINGERS2 (3)","METCAFJETS3 (0)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB251","2020-03-06","20:00","RUSSELL","RSWARRIORS1 (1)","BBSTINGERS2 (2)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA34","2020-03-06","20:30","BARRETT WEST","RSWARRIORS1 (0)","LETRMHAWKS2 (1)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA53","2020-03-06","21:00","BARRETT EAST","GCTCOUGARS1 (6)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB204","2020-03-07","09:00","RUSSELL 2 HALF","RSWARRIORS1","RSWARRIORS3",""
"Novice C","HLNC108","2020-03-07","09:00","RUSSELL 1 HALF","RSWARRIORS1","BBSTINGERS1",""
"Atom B1","HLATB132","2020-03-07","10:00","RUSSELL","RSWARRIORS2 (1)","RSWARRIORS1 (4)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC69","2020-03-07","11:00","RUSSELL","RSWARRIORS1 (7)","LETRMHAWKS1 (0)","Game Results Entered & Game Sheet Received"
"PeeWee B2","HLPWB215","2020-03-07","12:00","RUSSELL","ORLEANS1 (4)","GCTCOUGARS1 (3)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB201","2020-03-07","13:00","POTVIN 1 HALF","ORLEANS2","RSWARRIORS2",""
"Novice C","HLNC107","2020-03-07","13:00","POTVIN 2 HALF","GCTCOUGARS1","LETRMHAWKS3",""
"Novice C","HLNC105","2020-03-07","13:30","BARRETT WEST 1 HALF","LETRMHAWKS2","LETRMHAWKS1",""
"Novice C","HLNC106","2020-03-07","13:30","BARRETT WEST 2 HALF","METCAFJETS3","METCAFJETS1",""
"Atom B1","HLATB130","2020-03-07","14:00","BARRETT EAST","LETRMHAWKS1 (0)","BBSTINGERS2 (1)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC68","2020-03-07","14:00","ARMSTRONG","BBSTINGERS1 (3)","ORLEANS1 (0)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB202","2020-03-07","14:00","POTVIN 1 HALF","BBSTINGERS2","METCAFJETS4",""
"Novice B","HLNB203","2020-03-07","14:00","POTVIN 2 HALF","BBSTINGERS1","METCAFJETS1",""
"Novice B","HLNB197","2020-03-07","14:30","BARRETT WEST 1 HALF","METCAFJETS3","ORLEANS1",""
"Novice B","HLNB199","2020-03-07","14:30","BARRETT WEST 2 HALF","METCAFJETS2","METCAFJETS5",""
"Atom A","HLATA37","2020-03-07","15:00","ARMSTRONG","BBSTINGERS1 (1)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Atom B2","HLATB220","2020-03-07","15:00","BARRETT EAST","GCTCOUGARS2 (0)","METCAFJETS2 (3)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA94","2020-03-07","15:00","POTVIN 1 HALF","GCTCOUGARS1","LETRMHAWKS1",""
"Novice A","HLNA95","2020-03-07","15:00","POTVIN 2 HALF","ORLEANS2","METCAFJETS1",""
"Novice A","HLNA92","2020-03-07","15:30","BARRETT WEST 1 HALF","BBSTINGERS1","RSWARRIORS1",""
"Novice A","HLNA93","2020-03-07","15:30","BARRETT WEST 2 HALF","LETRMHAWKS2","METCAFJETS2",""
"Atom B2","HLATB219","2020-03-07","16:00","SENECAL","LETRMHAWKS2 (2)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC70","2020-03-07","16:00","POTVIN","GCTCOUGARS1 (0)","LETRMHAWKS2 (2)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA67","2020-03-07","16:00","ARMSTRONG","ORLEANS1 (2)","GCTCOUGARS1 (1)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC67","2020-03-07","16:00","BARRETT EAST","METCAFJETS1 (4)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB198","2020-03-07","16:30","BARRETT WEST 1 HALF","LETRMHAWKS1","LETRMHAWKS3",""
"Novice B","HLNB200","2020-03-07","16:30","BARRETT WEST 2 HALF","LETRMHAWKS5","GCTCOUGARS1",""
"PeeWee B2","HLPWB226","2020-03-07","17:00","BARRETT EAST","METCAFJETS3 (3)","METCAFJETS1 (2)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB173","2020-03-07","17:00","ARMSTRONG","BBSTINGERS1 (0)","LETRMHAWKS5 (0)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC68","2020-03-07","17:00","SENECAL","GCTCOUGARS1 (4)","LETRMHAWKS2 (4)","Game Results Entered & Game Sheet Received"
"Atom C","HLATC69","2020-03-07","17:30","BARRETT WEST","LETRMHAWKS1 (2)","METCAFJETS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA84","2020-03-07","18:00","ARMSTRONG","BBSTINGERS1 (1)","LETRMHAWKS3 (1)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB133","2020-03-07","18:00","SENECAL","METCAFJETS2 (6)","BBSTINGERS2 (3)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB125","2020-03-07","18:30","BARRET WEST","LETRMHAWKS4 (7)","ORLEANS2 (0)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA68","2020-03-07","19:00","BARRETT EAST","LETRMHAWKS1 (7)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA54","2020-03-07","19:30","BARRETT WEST","RSWARRIORS1 (3)","METCAFJETS1 (5)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA130","2020-03-07","20:00","BARRETT EAST","LETRMHAWKS1 (3)","GCTCOUGARS1 (4)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB117","2020-03-07","20:00","BLACKBURN","LETRMHAWKS2 (3)","BBSTINGERS1 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA131","2020-03-07","20:30","BARRETT WEST","LETRMHAWKS2 (3)","LETRMHAWKS3 (1)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB229","2020-03-08","10:00","BLACKBURN","METCAFJETS2 (8)","GCTCOUGARS1 (0)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB230","2020-03-08","11:00","BLACKBURN","BBSTINGERS2 (2)","RSWARRIORS1 (1)","Game Results Entered & Game Sheet Received"
"Novice B","HLNB208","2020-03-08","12:00","POTVIN 2 HALF","ORLEANS3","LETRMHAWKS2",""
"Novice B","HLNB93","2020-03-08","12:30","BARRETT WEST 2 HALF","METCAFJETS5","METCAFJETS3",""
"Novice B","HLNB205","2020-03-08","12:30","BARRETT WEST 1 HALF","LETRMHAWKS4","BBSTINGERS1",""
"Novice A","HLNA99","2020-03-08","13:00","POTVIN 1 HALF","BBSTINGERS1","RSWARRIORS1",""
"Novice B","HLNB114","2020-03-08","13:00","POTVIN 2 HALF","METCAFJETS4","METCAFJETS2",""
"Novice A","HLNA96","2020-03-08","13:30","BARRETT WEST 2 HALF","LETRMHAWKS1","ORLEANS1",""
"Novice C","HLNC109","2020-03-08","13:30","BARRETT WEST 1 HALF","METCAFJETS3","ORLEANS1",""
"Novice A","HLNA97","2020-03-08","14:30","BARRETT WEST 2 HALF","METCAFJETS2","METCAFJETS1",""
"Novice B","HLNB145","2020-03-08","14:30","BARRETT WEST 1 HALF","ORLEANS2","GCTCOUGARS1",""
"PeeWee B1","HLPWB116","2020-03-08","15:00","BARRETT EAST","LETRMHAWKS1 (2)","BBSTINGERS2 (3)","Game Results Entered & Game Sheet Received"
"Atom A","HLATA40","2020-03-08","15:30","MANLEY","ORLEANS1 (2)","LETRMHAWKS1 (5)","Game Results Entered & Game Sheet Received"
"Novice A","HLNA98","2020-03-08","15:30","BARRETT WEST 2 HALF","LETRMHAWKS2","ORLEANS2",""
"Novice B","HLNB206","2020-03-08","15:30","BARRETT WEST 1 HALF","LETRMHAWKS3","LETRMHAWKS5",""
"Atom C","HLATC51","2020-03-08","16:00","BARRETT EAST","RSWARRIORS1 (2)","BBSTINGERS1 (2)","Game Results Entered & Game Sheet Received"
"PeeWee C","HLPC70","2020-03-08","16:30","MANLEY","GCTCOUGARS1 (1)","BBSTINGERS1 (3)","Game Results Entered & Game Sheet Received"
"Atom B2","HLATB227","2020-03-08","17:00","METCALFE","METCAFJETS1 (0)","LETRMHAWKS2 (2)","Game Results Entered & Game Sheet Received"
"PeeWee B1","HLPWB135","2020-03-08","17:00","BLACKBURN","ORLEANS2 (1)","BBSTINGERS1 (5)","Game Results Entered & Game Sheet Received"
"PeeWee B2","HLPWB230","2020-03-08","17:30","MANLEY","ORLEANS1 (2)","LETRMHAWKS3 (1)","Game Results Entered & Game Sheet Received"
"Atom B2","HLATB208","2020-03-08","18:00","BLACKBURN","LETRMHAWKS3 (1)","GCTCOUGARS2 (4)","Game Results Entered & Game Sheet Received"
"PeeWee A","HLPWA57","2020-03-08","18:00","BARRETT EAST","LETRMHAWKS2 (5)","ORLEANS1 (1)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA82","2020-03-08","18:00","METCALFE","LETRMHAWKS2 (1)","LETRMHAWKS1 (0)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB140","2020-03-08","18:30","MANLEY","ORLEANS1 (1)","LETRMHAWKS5 (2)","Game Results Entered & Game Sheet Received"
"Bantam B2","HLBTB228","2020-03-08","19:00","BARRETT EAST","LETRMHAWKS4 (4)","METCAFJETS3 (0)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA95","2020-03-08","19:30","MANLEY","GCTCOUGARS1 (1)","METCAFJETS1 (8)","Game Results Entered & Game Sheet Received"
"Bantam B1","HLBTB139","2020-03-08","20:00","BARRETT EAST","LETRMHAWKS2 (1)","BBSTINGERS1 (4)","Game Results Entered & Game Sheet Received"
"Bantam A","HLBA96","2020-03-08","20:30","MANLEY","ORLEANS1 (1)","BBSTINGERS1 (1)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB175","2020-03-09","20:00","BLACKBURN","METCAFJETS2 (0)","ORLEANS3 (3)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB252","2020-03-09","20:00","BARRETT EAST","LETRMHAWKS4 (1)","ORLEANS1 (2)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB174","2020-03-09","20:30","BARRETT WEST","METCAFJETS1 (3)","LETRMHAWKS1 (3)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB176","2020-03-09","21:00","BLACKBURN","ORLEANS2 (0)","GCTCOUGARS2 (5)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA132","2020-03-09","21:30","BARRETT WEST","LETRMHAWKS2 (2)","ORLEANS2 (4)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA133","2020-03-10","19:30","RUSSELL","RSWARRIORS1 (2)","ORLEANS1 (5)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB76","2020-03-10","20:30","RUSSELL","RSWARRIORS1 (6)","CUMBERLAND1 (4)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB78","2020-03-11","19:30","BARRETT WEST","LETRMHAWKS2 (0)","CUMBERLAND1 (9)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB253","2020-03-11","19:30","ARMSTRONG","ORLEANS4 (1)","ORLEANS1 (4)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB254","2020-03-11","20:00","BLACKBURN","BBSTINGERS2 (6)","LETRMHAWKS6 (0)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB77","2020-03-11","20:30","ARMSTRONG","ORLEANS1 (2)","GCTCOUGARS1 (5)","Game Results Entered & Game Sheet Received"
"Juvenile","HLJUVB79","2020-03-11","21:00","BARRETT WEST","LETRMHAWKS1 (4)","RSWARRIORS1 (4)","Game Results Entered & Game Sheet Received"
"Midget B2","HLMB255","2020-03-11","21:00","BLACKBURN","GCTCOUGARS1 (4)","METCAFJETS3 (3)","Game Results Entered & Game Sheet Received"
"Midget A","HLMA134","2020-03-11","22:00","ARMSTRONG","GCTCOUGARS1 (3)","LETRMHAWKS2 (1)","Game Results Entered & Game Sheet Received"
"Midget B1","HLMB177","2020-03-12","20:00","METCALFE","METCAFJETS2","METCAFJETS4","Game Results Need to be Entered"
"Midget B2","HLMB236","2020-03-12","20:00","BARRETT EAST","LETRMHAWKS6","ORLEANS1","Game Results Need to be Entered"
"Juvenile","HLJUVB80","2020-03-12","21:00","METCALFE","METCAFJETS1","LETRMHAWKS2","Game Results Need to be Entered"
"Midget A","HLMA135","2020-03-12","21:00","BARRETT EAST","LETRMHAWKS1","BBSTINGERS1","Game Results Need to be Entered"
"Novice A","HLNA25","2020-03-27","18:00","POTVIN 2 HALF","RSWARRIORS1","GCTCOUGARS1",""
"Novice C","HLNC76","2020-03-27","18:00","POTVIN 1 HALF","METCAFJETS2","GCTCOUGARS1",""
"Novice A","HLNA101","2020-03-28","07:00","POTVIN 1 HALF","LETRMHAWKS1","METCAFJETS2",""
"Novice A","HLNA103","2020-03-28","07:00","POTVIN 2 HALF","ORLEANS1","METCAFJETS1",""
"Novice B","HLNB219","2020-03-28","07:00","METCALFE 2 HALF","LETRMHAWKS5","LETRMHAWKS3",""
"Novice C","HLNC111","2020-03-28","07:30","BARRETT WEST 1 HALF","LETRMHAWKS3","RSWARRIORS1",""
"Novice C","HLNC114","2020-03-28","07:30","BARRETT WEST 2 HALF","ORLEANS1","GCTCOUGARS1",""
"Novice A","HLNA102","2020-03-28","08:00","POTVIN 1 HALF","BBSTINGERS1","LETRMHAWKS2",""
"Novice A","HLNA104","2020-03-28","08:00","POTVIN 2 HALF","GCTCOUGARS1","RSWARRIORS1",""
"Novice C","HLNC112","2020-03-28","08:30","BARRETT WEST 1 HALF","LETRMHAWKS2","METCAFJETS3",""
"Novice C","HLNC115","2020-03-28","08:30","BARRETT WEST 2 HALF","BBSTINGERS1","LETRMHAWKS1",""
"Novice B","HLNB214","2020-03-28","09:30","BARRETT WEST 2 HALF","METCAFJETS4","ORLEANS3",""
"Novice C","HLNC113","2020-03-28","09:30","BARRETT WEST 1 HALF","METCAFJETS2","METCAFJETS1",""
"Novice B","HLNB211","2020-03-28","10:30","BARRETT WEST 1 HALF","GCTCOUGARS1","BBSTINGERS2",""
"Novice B","HLNB215","2020-03-28","10:30","BARRETT WEST 2 HALF","METCAFJETS1","METCAFJETS2",""
"Novice B","HLNB212","2020-03-28","11:30","BARRETT WEST 1 HALF","BBSTINGERS1","RSWARRIORS3",""
"Novice B","HLNB216","2020-03-28","11:30","BARRETT WEST 2 HALF","METCAFJETS3","METCAFJETS5",""
"Novice C","HLNC116","2020-03-29","07:30","BARRETT WEST 1 HALF","GCTCOUGARS1","METCAFJETS1",""
"Novice C","HLNC118","2020-03-29","07:30","BARRETT WEST 2 HALF","LETRMHAWKS2","RSWARRIORS1",""
"Novice C","HLNC117","2020-03-29","08:30","BARRETT WEST 1 HALF","LETRMHAWKS1","BBSTINGERS1",""
"Novice B","HLNB224","2020-03-29","09:30","BARRETT WEST 2 HALF","LETRMHAWKS5","METCAFJETS1",""
"Novice B","HLNB221","2020-03-29","10:30","BARRETT WEST 1 HALF","BBSTINGERS2","METCAFJETS5",""
"Novice B","HLNB225","2020-03-29","10:30","BARRETT WEST 2 HALF","ORLEANS3","RSWARRIORS3",""
"Novice B","HLNB226","2020-03-29","11:30","BARRETT WEST 2 HALF","ORLEANS1","METCAFJETS3",""
"Novice A","HLNA105","2020-03-29","12:00","METCALFE 1 HALF","GCTCOUGARS1","ORLEANS2",""
"Novice A","HLNA107","2020-03-29","12:00","METCALFE 2 HALF","ORLEANS1","RSWARRIORS1",""
"Novice B","HLNB227","2020-03-29","12:00","POTVIN 1 HALF","METCAFJETS4","RSWARRIORS1",""
"Novice B","HLNB228","2020-03-29","12:00","POTVIN 2 HALF","BBSTINGERS1","RSWARRIORS2",""
"Novice A","HLNA106","2020-03-29","13:00","METCALFE 1 HALF","LETRMHAWKS2","METCAFJETS2",""
"Novice A","HLNA108","2020-03-29","13:00","METCALFE 2 HALF","METCAFJETS1","LETRMHAWKS1",""
"Novice C","HLNC119","2020-03-29","13:00","POTVIN 1 HALF","METCAFJETS3","LETRMHAWKS3",""
"Novice C","HLNC120","2020-03-29","13:00","POTVIN 2 HALF","METCAFJETS2","ORLEANS1",""
